age,money,salary,financial_products
91,958000000,94400000,308
51,213000000,84700000,362
59,153000000,93600000,473
98,133000000,82900000,330
42,961000000,56900000,145
24,387000000,41100000,223
21,156000000,64100000,94
71,802000000,59700000,98
24,553000000,73000000,392
21,245000000,36500000,200
52,393000000,34000000,397
17,176000000,95700000,112
56,883000000,61600000,264
63,439000000,80500000,12
59,929000000,56800000,441
27,590000000,70500000,116
71,867000000,52400000,148
28,413000000,53400000,30
8,151000000,89300000,434
98,782000000,51800000,442
19,428000000,84600000,42
10,207000000,85500000,206
20,949000000,51700000,179
59,677000000,27000000,337
21,896000000,91900000,208
8,486000000,35700000,260
97,226000000,66000000,99
89,34000000,75800000,259
100,879000000,69600000,475
80,982000000,27500000,424
41,746000000,89300000,429
53,274000000,45500000,446
4,620000000,33200000,281
22,942000000,28500000,137
50,835000000,38100000,128
29,605000000,48700000,330
58,16000000,45200000,150
51,785000000,40200000,277
10,270000000,41700000,438
68,401000000,33000000,421
92,750000000,31500000,400
71,257000000,33600000,265
79,511000000,36600000,55
7,930000000,79100000,375
22,477000000,54800000,99
62,552000000,89200000,218
45,688000000,43900000,409
27,271000000,42300000,291
31,19000000,67700000,389
60,199000000,83700000,373
17,362000000,44000000,46
96,862000000,67600000,101
43,815000000,59300000,305
25,433000000,33300000,129
3,55000000,92500000,66
2,406000000,93200000,321
60,511000000,87500000,248
34,952000000,61300000,37
35,258000000,77200000,81
18,551000000,42400000,416
20,205000000,84400000,171
48,672000000,35200000,32
83,719000000,31000000,241
23,776000000,69900000,10
28,24000000,40500000,28
64,887000000,89800000,460
74,150000000,57200000,452
63,21000000,39800000,370
59,801000000,27000000,300
52,878000000,47700000,365
82,280000000,39400000,287
61,739000000,41600000,419
24,233000000,61100000,280
39,116000000,89100000,245
88,245000000,90300000,263
91,841000000,82700000,54
95,150000000,63800000,124
29,200000000,67200000,324
63,942000000,74300000,116
99,285000000,54000000,372
13,499000000,45300000,305
3,574000000,68800000,176
99,821000000,57500000,464
87,34000000,50700000,472
8,334000000,72300000,151
62,265000000,49500000,432
39,42000000,43900000,200
22,705000000,61700000,39
86,744000000,93700000,166
84,582000000,61400000,85
4,410000000,42400000,23
9,955000000,45200000,64
18,927000000,45100000,11
94,555000000,96200000,321
65,117000000,32400000,12
47,189000000,40800000,249
34,129000000,56100000,210
11,815000000,25800000,434
81,284000000,41100000,460
98,694000000,87600000,77
75,400000000,33100000,467
72,25000000,58300000,23
82,393000000,72900000,39
64,797000000,48700000,124
4,164000000,94300000,385
13,172000000,94900000,250
18,16000000,88000000,90
28,646000000,49200000,156
51,216000000,30800000,260
52,235000000,26800000,429
92,379000000,27000000,175
92,529000000,26900000,299
51,383000000,75900000,338
76,711000000,33400000,385
16,750000000,52500000,83
97,897000000,44400000,439
84,23000000,75300000,33
60,202000000,97100000,113
10,385000000,91100000,473
47,322000000,28100000,308
93,670000000,63600000,109
77,600000000,75800000,303
88,149000000,64900000,304
94,438000000,39400000,173
76,117000000,49400000,176
29,455000000,43700000,212
5,888000000,33600000,219
48,664000000,71500000,276
52,643000000,58400000,200
73,637000000,31400000,95
9,781000000,68600000,4
98,658000000,64400000,424
56,908000000,68800000,292
15,461000000,54100000,149
67,514000000,26100000,34
46,883000000,35600000,180
9,766000000,98200000,286
30,684000000,37000000,382
85,470000000,90100000,52
10,771000000,26000000,319
99,997000000,26300000,397
72,596000000,50600000,400
73,200000000,28400000,50
5,943000000,28900000,227
33,854000000,63800000,235
69,849000000,72000000,462
11,584000000,99500000,344
89,549000000,95900000,375
100,640000000,26600000,137
20,889000000,96500000,19
28,384000000,88300000,117
7,393000000,95400000,76
13,994000000,97500000,458
67,394000000,90800000,132
56,77000000,85600000,105
64,948000000,76300000,407
13,987000000,32200000,263
34,730000000,49200000,158
20,303000000,27700000,124
13,389000000,79300000,189
79,294000000,54100000,371
97,186000000,59600000,302
4,323000000,76000000,393
8,788000000,93100000,94
10,136000000,67600000,433
17,377000000,99000000,167
17,934000000,78500000,436
62,123000000,33700000,311
86,378000000,67000000,155
94,261000000,86800000,83
70,689000000,81900000,93
81,118000000,72000000,209
14,342000000,24400000,2
27,48000000,60000000,403
7,527000000,58300000,125
37,764000000,24100000,398
36,18000000,60100000,386
79,385000000,43900000,82
69,171000000,61600000,420
27,861000000,69200000,406
68,444000000,95000000,287
55,50000000,70900000,284
49,98000000,45200000,276
65,563000000,46200000,65
49,321000000,70000000,426
88,974000000,45100000,181
35,648000000,24000000,72
34,374000000,25300000,281
60,886000000,38300000,171
50,513000000,69300000,460
25,426000000,66100000,100
57,189000000,24700000,238
90,426000000,28200000,260
13,226000000,35200000,406
64,732000000,63400000,385
75,103000000,72200000,308
13,377000000,70800000,455
9,273000000,81700000,203
65,89000000,49500000,205
2,800000000,65400000,118
18,602000000,94600000,194
82,52000000,87900000,52
71,343000000,29800000,423
53,97000000,34900000,68
41,358000000,38700000,55
90,526000000,96700000,310
88,15000000,58600000,417
11,435000000,62300000,42
52,307000000,58400000,288
73,711000000,35600000,135
76,301000000,85500000,24
65,542000000,97400000,306
69,345000000,37900000,198
7,202000000,96600000,126
23,322000000,94800000,239
30,174000000,59500000,206
49,744000000,25700000,315
9,510000000,82900000,241
61,417000000,98700000,115
11,412000000,67000000,354
34,595000000,67900000,129
92,218000000,87000000,442
37,241000000,27700000,428
1,638000000,30200000,194
50,422000000,51100000,349
97,480000000,77900000,143
84,182000000,76500000,56
6,333000000,95900000,167
6,48000000,72300000,468
5,104000000,79800000,74
94,513000000,89500000,220
100,801000000,79300000,145
87,304000000,29100000,180
30,735000000,57700000,416
41,875000000,45300000,407
88,771000000,65800000,252
78,258000000,37200000,341
67,228000000,68000000,191
25,505000000,60200000,134
58,50000000,64300000,392
15,701000000,54400000,200
56,359000000,51600000,339
22,866000000,67600000,372
46,570000000,77900000,255
97,771000000,62400000,17
74,295000000,26400000,324
40,670000000,82500000,158
70,756000000,42000000,216
26,127000000,68400000,103
32,263000000,83300000,176
73,95000000,50800000,356
9,471000000,65700000,139
53,386000000,86400000,372
75,72000000,31400000,145
61,142000000,38900000,242
6,603000000,37300000,60
92,2000000,56600000,422
8,958000000,49200000,446
18,317000000,37000000,173
77,194000000,51300000,285
73,900000000,36000000,460
87,584000000,29800000,159
56,670000000,68200000,360
71,202000000,55800000,122
98,602000000,43000000,309
55,280000000,48400000,168
15,319000000,34700000,94
66,23000000,47300000,325
18,806000000,93600000,330
6,475000000,99200000,402
91,659000000,70600000,468
60,96000000,45300000,260
71,621000000,34900000,444
97,593000000,32900000,413
98,150000000,66500000,338
59,337000000,67900000,410
83,190000000,72800000,291
65,542000000,81200000,208
27,146000000,97000000,195
81,773000000,82100000,185
83,349000000,69100000,29
73,480000000,41900000,442
8,181000000,60900000,130
66,409000000,79600000,373
33,713000000,83300000,158
4,254000000,74900000,235
87,846000000,92100000,331
56,710000000,24900000,447
70,29000000,73400000,128
56,235000000,53000000,94
89,709000000,51300000,224
8,976000000,31700000,43
60,619000000,36500000,230
7,930000000,74900000,191
17,509000000,92700000,151
73,418000000,44400000,305
86,53000000,65800000,105
98,3000000,29400000,70
7,911000000,44400000,2
64,966000000,71300000,118
100,209000000,35000000,334
37,257000000,46500000,222
15,54000000,67900000,7
58,161000000,98200000,156
13,489000000,82800000,114
98,7000000,31700000,220
34,985000000,63400000,81
70,976000000,90900000,188
74,497000000,98200000,112
28,372000000,66800000,446
9,644000000,75400000,105
3,677000000,48700000,106
47,482000000,45400000,372
49,29000000,57000000,375
66,160000000,31900000,172
40,861000000,43100000,423
24,670000000,93500000,26
89,607000000,34700000,269
11,298000000,58300000,296
70,131000000,55500000,135
17,725000000,29900000,300
37,704000000,39300000,416
49,518000000,85400000,4
69,760000000,51200000,2
22,59000000,88100000,360
35,761000000,92600000,80
75,855000000,97200000,186
68,481000000,30800000,51
5,305000000,66500000,248
95,70000000,65400000,32
12,184000000,80000000,222
11,601000000,27200000,48
78,70000000,58100000,166
73,577000000,37300000,348
89,802000000,33000000,265
99,130000000,61300000,394
48,163000000,42200000,326
78,198000000,72800000,135
72,469000000,92100000,472
48,833000000,79400000,240
23,311000000,25900000,69
33,234000000,59200000,242
9,314000000,53500000,161
91,637000000,61200000,201
79,113000000,74500000,293
65,250000000,81100000,452
46,103000000,65000000,116
89,665000000,76000000,218
40,97000000,49900000,33
27,605000000,27900000,446
99,13000000,41800000,37
71,69000000,87900000,465
65,232000000,55200000,361
11,972000000,96300000,211
24,402000000,61900000,198
39,183000000,51500000,258
90,997000000,98300000,280
35,453000000,87600000,354
63,320000000,30100000,156
87,920000000,98300000,281
12,922000000,63200000,308
29,876000000,63900000,34
26,197000000,83700000,368
41,180000000,41900000,313
90,277000000,65400000,137
10,530000000,95800000,237
70,114000000,52000000,331
51,383000000,44300000,387
9,297000000,39100000,255
66,609000000,85000000,149
63,712000000,99000000,197
94,370000000,72800000,430
80,871000000,56700000,91
37,580000000,89600000,461
51,758000000,74000000,9
35,932000000,99000000,267
78,430000000,96400000,198
62,69000000,65500000,105
87,681000000,72200000,46
8,910000000,71800000,160
75,631000000,97400000,351
5,509000000,71900000,222
73,904000000,96500000,154
100,161000000,93600000,122
43,630000000,64900000,298
61,364000000,36800000,41
49,876000000,33700000,100
56,801000000,65800000,343
71,993000000,60400000,384
47,997000000,52200000,350
35,506000000,39800000,189
88,289000000,90200000,413
29,459000000,58800000,35
45,205000000,51300000,322
70,218000000,42500000,238
19,521000000,92100000,109
88,186000000,45700000,76
27,182000000,66800000,18
68,70000000,69500000,377
98,518000000,66800000,399
18,249000000,81000000,17
48,369000000,76900000,354
90,495000000,28800000,52
68,926000000,53200000,472
3,753000000,25600000,18
84,968000000,56900000,243
91,530000000,49200000,338
30,324000000,92000000,122
83,909000000,43300000,198
88,708000000,99400000,113
23,66000000,53100000,453
8,659000000,77800000,328
66,514000000,24700000,401
45,846000000,54200000,178
91,748000000,59500000,331
90,305000000,81200000,445
26,619000000,63900000,245
72,563000000,36700000,413
25,166000000,30900000,231
26,8000000,66000000,443
70,475000000,34300000,59
6,865000000,94600000,446
33,801000000,89800000,346
75,947000000,30300000,270
78,636000000,94900000,257
59,560000000,73400000,35
1,301000000,37800000,423
76,536000000,73200000,447
9,162000000,95300000,35
6,874000000,35900000,451
59,763000000,56600000,86
24,871000000,65900000,8
72,127000000,72700000,65
94,644000000,72800000,321
8,894000000,86400000,245
6,569000000,76700000,70
7,785000000,50900000,223
16,759000000,55200000,335
3,15000000,31700000,249
17,108000000,62200000,191
54,256000000,90100000,46
71,84000000,88500000,474
5,344000000,25800000,403
31,301000000,87400000,176
51,366000000,58500000,132
33,430000000,60100000,65
71,640000000,81200000,229
55,719000000,57100000,173
54,166000000,43300000,165
83,191000000,61800000,194
72,339000000,49900000,93
75,230000000,39800000,179
63,107000000,60000000,85
42,253000000,43500000,367
19,117000000,32300000,276
1,196000000,56600000,234
47,720000000,81300000,397
49,23000000,96800000,382
76,39000000,54700000,95
25,229000000,58800000,453
86,697000000,43500000,259
78,537000000,77700000,343
59,612000000,77800000,365
29,832000000,44400000,82
45,789000000,55400000,176
70,334000000,53900000,161
94,141000000,30700000,434
45,657000000,76200000,375
72,330000000,70100000,421
9,297000000,82200000,67
80,71000000,71000000,113
47,710000000,96600000,99
52,951000000,69000000,301
56,980000000,71700000,461
3,841000000,33600000,84
42,814000000,55400000,1
40,26000000,94200000,378
75,818000000,49200000,47
21,37000000,57800000,160
36,719000000,38500000,72
76,263000000,62000000,128
94,271000000,64100000,68
9,645000000,47800000,13
57,81000000,47700000,320
75,749000000,78300000,444
54,511000000,64600000,417
63,554000000,78000000,425
62,140000000,62400000,25
16,951000000,43900000,90
39,878000000,89500000,419
15,757000000,83600000,338
35,486000000,90700000,472
44,102000000,39800000,458
55,984000000,98900000,376
60,418000000,56000000,111
13,698000000,92900000,132
29,794000000,87200000,84
55,373000000,68600000,347
41,811000000,94600000,416
30,946000000,85300000,364
2,453000000,45700000,455
11,435000000,99400000,293
31,728000000,38500000,49
51,81000000,37400000,291
51,883000000,36400000,360
73,870000000,60400000,283
100,1000000,74800000,281
49,296000000,61500000,67
52,318000000,34900000,21
87,939000000,93200000,76
93,857000000,51000000,20
42,48000000,85500000,211
83,520000000,44000000,406
17,585000000,55100000,211
79,196000000,27400000,403
15,272000000,29600000,91
38,614000000,99200000,377
42,352000000,42000000,431
89,7000000,35400000,223
81,118000000,55800000,208
90,44000000,96000000,213
12,717000000,24300000,240
2,992000000,45600000,456
85,799000000,70600000,303
66,242000000,62500000,39
49,991000000,38400000,20
16,549000000,65400000,162
25,289000000,94400000,202
86,655000000,58500000,255
97,236000000,96900000,6
87,536000000,85700000,80
60,724000000,28200000,438
82,250000000,70300000,280
88,722000000,64500000,460
59,246000000,55200000,469
7,457000000,68500000,105
100,343000000,71300000,370
75,162000000,50500000,24
41,853000000,25400000,62
95,103000000,38100000,427
67,605000000,26400000,316
50,73000000,53200000,454
97,509000000,73100000,46
15,491000000,25200000,423
47,295000000,51900000,209
73,827000000,41900000,439
78,876000000,73600000,229
15,135000000,78200000,428
26,401000000,25000000,294
82,450000000,55900000,192
60,781000000,28500000,313
90,496000000,24200000,92
57,662000000,87800000,426
11,905000000,64600000,191
13,872000000,60700000,15
32,696000000,92600000,36
49,127000000,93800000,211
72,849000000,41100000,444
100,417000000,63900000,207
89,472000000,45500000,374
56,601000000,71700000,101
12,311000000,83900000,209
37,85000000,42500000,74
58,51000000,39000000,305
94,611000000,68300000,357
12,463000000,58800000,9
62,71000000,93300000,227
95,62000000,96200000,353
65,660000000,24600000,44
39,692000000,48200000,248
56,644000000,40700000,261
17,135000000,58800000,322
13,404000000,72700000,82
29,669000000,53400000,332
10,518000000,83500000,388
57,756000000,68400000,116
28,197000000,79700000,55
25,986000000,62800000,206
35,920000000,38300000,218
69,329000000,41100000,151
75,143000000,98000000,77
65,492000000,96000000,93
80,652000000,81700000,436
67,760000000,84500000,173
78,874000000,79600000,28
33,29000000,86500000,378
72,397000000,67200000,447
41,960000000,65300000,352
23,70000000,82000000,464
91,996000000,77900000,23
9,767000000,85700000,472
80,733000000,97900000,299
20,869000000,71500000,249
12,8000000,50600000,14
88,476000000,97400000,403
90,803000000,32600000,77
10,371000000,55400000,113
77,153000000,47900000,209
73,1000000,89700000,372
21,332000000,38200000,44
67,363000000,25900000,269
56,611000000,65600000,102
43,651000000,92000000,453
40,964000000,78000000,429
81,767000000,92000000,343
71,717000000,42100000,276
9,355000000,97000000,178
64,293000000,46200000,184
48,472000000,86600000,28
20,796000000,75500000,444
62,255000000,41500000,238
89,821000000,36800000,327
14,181000000,47000000,147
20,890000000,88800000,135
3,815000000,27800000,182
86,959000000,34100000,169
49,794000000,98600000,365
95,4000000,27500000,144
20,276000000,96100000,245
28,771000000,56600000,294
60,621000000,44000000,382
18,633000000,54600000,311
88,269000000,60700000,112
10,577000000,80500000,240
21,20000000,49300000,218
78,405000000,26500000,169
43,987000000,57900000,249
1,934000000,49300000,21
69,610000000,46600000,143
72,694000000,63900000,119
25,624000000,35000000,291
28,726000000,77000000,50
47,631000000,53300000,90
13,245000000,43300000,341
85,844000000,63200000,293
23,411000000,54600000,69
34,677000000,67500000,399
13,249000000,49200000,216
1,576000000,82200000,286
68,260000000,30100000,114
44,26000000,56300000,108
40,650000000,33000000,396
79,259000000,88700000,22
49,66000000,38500000,192
41,335000000,45000000,240
25,894000000,34600000,129
59,327000000,81700000,413
51,590000000,26700000,254
75,351000000,36700000,319
20,583000000,60200000,76
1,662000000,87700000,384
51,338000000,99700000,416
69,162000000,37900000,414
35,124000000,84700000,202
23,623000000,69200000,282
10,984000000,79700000,283
50,708000000,58800000,406
85,211000000,25600000,55
6,952000000,60000000,222
64,411000000,27100000,12
14,853000000,74300000,19
23,635000000,74100000,219
13,124000000,73900000,9
89,844000000,95600000,180
21,422000000,74000000,217
14,765000000,80400000,209
88,159000000,66400000,444
4,651000000,81400000,432
58,915000000,78300000,434
81,595000000,36300000,68
32,367000000,97100000,150
17,844000000,78700000,159
95,872000000,33000000,219
53,632000000,93900000,339
38,436000000,52500000,237
68,445000000,26200000,282
69,110000000,36800000,411
78,107000000,26800000,141
56,525000000,66700000,351
48,255000000,57800000,377
1,499000000,57200000,47
9,494000000,75500000,40
40,714000000,30000000,79
77,967000000,72700000,399
56,822000000,27300000,303
11,211000000,48100000,74
59,728000000,56500000,161
21,876000000,49500000,88
83,71000000,34000000,8
6,713000000,59300000,168
44,980000000,41900000,167
56,891000000,45300000,172
64,266000000,72800000,123
94,472000000,99800000,226
46,234000000,55200000,291
66,35000000,93900000,46
65,217000000,28400000,56
60,593000000,85100000,171
28,130000000,33900000,466
64,900000000,57100000,52
95,563000000,88000000,189
62,929000000,90600000,290
59,210000000,76400000,14
25,215000000,99900000,117
2,50000000,34800000,443
83,821000000,69500000,81
28,430000000,73100000,60
34,522000000,53800000,469
50,904000000,89800000,310
10,464000000,55400000,324
47,731000000,38100000,191
40,671000000,80300000,191
10,851000000,69100000,49
98,489000000,64500000,29
68,300000000,57000000,129
42,804000000,63300000,229
96,259000000,92900000,263
71,129000000,80700000,335
82,823000000,54900000,163
26,38000000,43900000,302
27,592000000,44700000,156
3,655000000,42900000,429
74,901000000,35600000,158
61,425000000,97400000,99
84,58000000,62500000,287
12,18000000,31200000,368
35,62000000,38500000,419
73,751000000,41600000,64
35,573000000,91600000,306
3,905000000,45000000,250
36,226000000,26600000,363
26,807000000,51300000,172
95,13000000,65800000,386
30,458000000,81800000,386
87,503000000,51100000,110
58,219000000,32800000,330
96,538000000,72200000,205
54,496000000,69400000,213
95,609000000,28300000,185
91,973000000,29900000,436
82,748000000,83600000,174
26,767000000,70200000,366
80,746000000,24100000,188
76,607000000,50400000,119
78,101000000,91600000,132
77,653000000,77700000,221
1,428000000,74200000,113
2,672000000,45600000,132
76,811000000,69400000,302
89,869000000,66100000,410
5,351000000,64100000,433
82,740000000,40400000,423
16,509000000,34900000,180
10,538000000,54600000,287
63,658000000,51800000,107
91,26000000,69800000,124
78,782000000,67000000,320
38,747000000,43200000,36
22,637000000,58800000,300
69,305000000,63200000,137
27,732000000,69400000,113
59,356000000,46900000,296
87,741000000,69800000,244
96,72000000,83900000,77
60,663000000,67500000,118
82,30000000,82400000,361
25,305000000,26500000,340
59,459000000,50600000,149
29,912000000,42500000,178
43,993000000,98100000,343
40,857000000,37900000,424
3,123000000,78600000,308
83,21000000,25800000,275
100,240000000,91700000,139
71,480000000,66000000,127
76,963000000,75400000,335
33,551000000,70800000,387
74,673000000,79800000,472
65,21000000,62200000,25
30,257000000,84000000,416
59,938000000,60400000,379
34,932000000,37200000,128
3,739000000,41300000,294
66,401000000,59300000,475
87,82000000,24800000,177
10,292000000,81300000,259
47,982000000,59100000,361
32,830000000,74000000,192
65,545000000,80300000,120
66,636000000,76500000,464
1,264000000,48300000,434
42,670000000,93700000,463
23,548000000,74100000,433
53,140000000,66300000,163
79,662000000,65700000,60
5,610000000,45100000,47
90,731000000,93200000,358
12,136000000,51000000,455
45,602000000,64000000,351
79,130000000,73500000,180
61,622000000,37000000,89
27,992000000,81800000,385
49,87000000,99100000,225
67,663000000,74600000,141
32,147000000,49500000,157
82,523000000,32200000,302
38,284000000,86800000,324
9,111000000,24100000,176
39,785000000,95400000,261
19,553000000,24900000,126
77,525000000,81700000,404
72,350000000,94100000,263
23,8000000,31800000,64
69,681000000,65400000,238
37,37000000,87700000,35
37,15000000,79700000,162
85,36000000,33000000,264
8,911000000,36200000,311
53,644000000,86700000,437
8,590000000,51400000,421
12,919000000,73700000,75
55,184000000,74800000,421
34,264000000,35300000,353
77,187000000,80800000,376
34,117000000,24500000,424
12,680000000,96700000,253
65,238000000,45300000,474
21,6000000,68300000,273
59,331000000,97700000,327
22,996000000,56300000,306
31,4000000,66100000,421
15,777000000,86000000,255
18,943000000,39300000,250
99,55000000,62800000,393
5,767000000,54100000,19
92,452000000,32100000,455
18,507000000,44700000,95
76,837000000,25300000,12
59,938000000,48900000,312
77,164000000,51200000,400
76,640000000,66400000,381
17,53000000,66100000,52
63,950000000,35300000,438
95,744000000,48500000,64
15,267000000,50300000,330
4,680000000,40800000,39
83,29000000,62800000,36
67,158000000,36900000,40
66,139000000,96500000,420
76,811000000,54600000,34
70,173000000,62700000,176
65,683000000,59700000,49
59,627000000,33700000,412
96,336000000,57400000,324
45,894000000,69200000,150
18,591000000,75400000,260
18,35000000,80500000,450
2,316000000,69900000,239
39,803000000,98400000,34
43,189000000,30300000,205
88,621000000,29400000,154
94,173000000,46200000,309
73,927000000,60600000,317
93,615000000,52000000,332
96,604000000,99700000,129
66,156000000,27500000,298
69,628000000,24400000,249
68,129000000,73200000,261
96,112000000,88300000,33
67,517000000,92300000,269
91,413000000,78200000,113
55,272000000,91000000,40
100,126000000,68300000,256
95,845000000,25300000,218
26,539000000,65300000,336
86,90000000,57400000,310
42,536000000,90700000,117
41,538000000,96400000,157
81,476000000,71800000,223
96,777000000,24800000,112
44,648000000,37300000,354
1,408000000,80800000,293
59,923000000,38000000,215
8,124000000,92600000,431
57,622000000,88800000,70
8,669000000,52300000,248
64,840000000,37600000,247
98,834000000,53900000,24
55,234000000,53100000,84
29,852000000,61100000,22
90,999000000,82100000,282
28,249000000,62700000,305
13,277000000,48500000,47
11,375000000,68400000,95
43,499000000,79400000,276
8,978000000,35800000,117
23,484000000,33600000,379
40,930000000,79100000,352
55,484000000,39600000,191
13,331000000,72000000,358
49,397000000,43000000,80
98,62000000,71000000,300
29,134000000,53200000,155
83,809000000,96100000,452
35,919000000,74100000,81
45,841000000,77800000,258
37,333000000,70600000,220
15,277000000,93300000,29
100,257000000,50600000,81
89,385000000,57600000,31
69,778000000,47200000,92
98,907000000,80700000,230
12,65000000,34300000,9
38,811000000,53900000,132
100,977000000,79800000,305
49,406000000,36200000,396
9,785000000,77800000,165
41,357000000,31700000,133
24,800000000,24600000,83
31,389000000,65400000,193
55,755000000,71800000,186
49,536000000,86100000,456
24,481000000,50500000,132
51,110000000,42800000,166
76,159000000,86100000,392
13,106000000,84700000,229
96,49000000,60600000,260
91,837000000,35400000,209
25,866000000,24800000,172
29,690000000,25800000,280
63,614000000,44300000,200
72,264000000,66600000,19
16,513000000,54300000,126
43,548000000,86300000,464
6,991000000,51800000,140
65,770000000,65700000,240
100,552000000,62400000,438
82,665000000,61300000,104
8,310000000,49100000,287
82,385000000,62200000,109
80,344000000,24200000,41
73,423000000,51600000,224
95,195000000,32500000,279
78,792000000,98400000,347
22,887000000,81500000,64
23,302000000,89400000,112
29,221000000,52100000,227
17,249000000,57700000,103
100,770000000,73800000,134
35,361000000,36100000,98
15,462000000,48700000,247
2,887000000,68800000,101
42,865000000,99100000,197
93,499000000,38200000,222
36,79000000,68200000,145
40,966000000,58700000,54
46,727000000,93600000,246
10,650000000,43000000,210
72,679000000,39700000,264
43,247000000,41600000,151
87,125000000,24500000,125
57,837000000,93000000,393
2,460000000,64700000,219
11,810000000,52200000,225
12,471000000,75400000,225
82,672000000,73600000,275
12,936000000,37400000,373
66,101000000,32000000,206
38,372000000,50600000,442
59,237000000,86800000,358
79,362000000,52100000,396
25,924000000,95900000,441
77,82000000,51300000,34
57,612000000,27100000,286
5,48000000,55100000,301
56,89000000,33400000,280
93,761000000,76200000,318
61,584000000,27000000,206
34,684000000,89800000,63
8,726000000,37500000,351
13,565000000,86500000,5
20,912000000,41400000,211
11,354000000,84600000,334
4,369000000,58800000,222
28,761000000,75400000,148
10,465000000,61400000,410
8,343000000,40000000,100
88,762000000,44000000,369
18,736000000,37900000,287
47,795000000,42200000,258
97,620000000,30700000,20
99,176000000,72500000,27
94,188000000,80200000,244
72,215000000,82800000,174
54,165000000,58800000,17
25,451000000,53300000,147
57,905000000,65400000,375
79,332000000,88500000,207
32,919000000,50100000,86
5,323000000,62800000,82
92,659000000,62900000,62
24,143000000,56700000,449
12,739000000,56200000,350
81,159000000,69900000,348
66,422000000,81700000,313
6,457000000,98900000,337
12,531000000,32600000,70
98,894000000,33200000,248
23,568000000,92500000,421
18,20000000,33000000,428
49,49000000,94200000,404
5,733000000,32500000,145
68,256000000,68200000,118
29,943000000,88400000,129
87,780000000,25400000,392
22,799000000,92100000,262
30,763000000,53100000,305
2,916000000,47300000,307
51,228000000,37300000,298
88,70000000,33400000,356
83,8000000,90000000,257
2,129000000,44300000,25
18,248000000,29500000,279
62,848000000,97100000,243
54,963000000,53700000,444
26,870000000,92900000,350
66,334000000,57600000,246
40,951000000,77700000,273
97,899000000,59600000,123
38,452000000,35100000,363
46,153000000,60900000,252
13,525000000,99300000,420
81,85000000,49600000,326
7,672000000,51100000,459
42,569000000,48000000,376
50,58000000,43000000,456
29,622000000,49800000,246
74,321000000,90900000,175
43,186000000,64400000,321
69,283000000,87700000,241
85,822000000,64800000,24
65,758000000,56900000,222
6,468000000,62400000,322
34,418000000,68100000,252
71,41000000,68000000,159
18,54000000,75400000,276
76,295000000,46600000,257
70,992000000,98300000,56
22,360000000,99600000,463
85,41000000,50600000,293
69,363000000,68800000,415
60,698000000,58700000,342
38,807000000,24500000,114
4,844000000,44300000,93
6,809000000,51100000,372
60,34000000,81400000,270
20,538000000,87400000,228
75,698000000,35600000,392
76,514000000,56900000,60
28,808000000,79500000,348
63,89000000,83500000,195
98,669000000,78900000,186
8,598000000,35100000,275
56,149000000,38100000,88
7,559000000,65000000,305
10,907000000,41100000,192
67,3000000,36500000,143
61,840000000,26400000,435
28,945000000,38300000,418
45,470000000,59700000,236
67,510000000,40900000,365
31,112000000,97700000,256
26,505000000,81300000,294
100,673000000,63700000,271
67,876000000,53000000,32
7,246000000,59400000,194
76,350000000,48600000,133
43,589000000,66100000,251
55,244000000,42100000,401
77,340000000,78600000,76
46,708000000,38100000,151
37,716000000,85000000,98
65,318000000,75200000,197
12,342000000,81800000,97
76,746000000,95100000,255
65,275000000,99900000,436
38,895000000,81700000,330
19,524000000,53100000,444
9,178000000,69000000,306
95,576000000,69900000,224
32,252000000,89800000,222
89,590000000,33000000,86
96,14000000,48300000,403
60,294000000,27000000,84
83,745000000,44100000,300
63,511000000,66000000,145
98,477000000,89900000,175
1,361000000,60200000,333
90,266000000,87100000,27
42,932000000,44800000,211
48,900000000,43600000,387
87,818000000,42300000,276
59,801000000,43900000,83
41,532000000,64500000,39
88,688000000,40800000,148
54,608000000,83600000,194
58,411000000,57000000,265
87,361000000,64000000,421
26,888000000,75800000,472
92,578000000,95900000,276
15,628000000,59300000,124
92,454000000,52900000,43
58,157000000,35200000,7
54,272000000,62500000,174
46,794000000,79900000,77
31,820000000,39800000,198
65,983000000,88300000,112
10,828000000,46500000,353
41,690000000,65600000,288
48,572000000,26500000,22
78,68000000,95300000,255
68,553000000,95100000,406
25,738000000,86800000,172
96,12000000,50800000,350
34,742000000,31800000,296
24,875000000,76100000,58
51,234000000,93300000,208
50,269000000,46400000,91
5,920000000,96900000,227
50,662000000,95700000,70
57,668000000,96100000,332
79,37000000,85900000,182
100,951000000,58300000,209
97,218000000,93600000,332
13,84000000,59200000,48
65,977000000,45000000,134
89,870000000,50600000,325
50,994000000,57000000,118
53,475000000,68500000,235
61,493000000,65300000,100
4,550000000,49500000,126
34,253000000,58000000,241
26,763000000,59500000,308
79,575000000,28000000,304
71,812000000,32700000,369
18,377000000,60400000,375
56,149000000,58000000,357
39,827000000,31600000,325
11,800000000,81000000,16
83,949000000,27500000,210
6,234000000,64800000,279
68,98000000,96200000,12
83,971000000,95700000,113
57,179000000,98200000,376
37,479000000,28100000,16
98,904000000,25600000,163
1,463000000,74700000,469
22,883000000,66800000,371
97,90000000,45900000,154
97,627000000,65700000,48
12,463000000,96400000,432
3,579000000,34100000,28
1,875000000,82600000,382
65,854000000,63900000,471
7,315000000,85600000,124
